InputString,Actual,Predicted_Interpolation,Correct_Interpolation,InTop10_Interpolation,InWordCloud_Interpolation,Runtime_Interpolation,Predicted_Backoff,Correct_Backoff,InTop10_Backoff,InWordCloud_Backoff,Runtime_Backoff
environmental protections,investigation,for,FALSE,FALSE,FALSE,0.239999999999782,for,FALSE,FALSE,FALSE,0.219999999999345
others emphasizing different details putting,our,it,FALSE,FALSE,FALSE,0.260000000000218,it,FALSE,FALSE,FALSE,0.270000000000437
cool for ,minutes,the,FALSE,FALSE,TRUE,0.229999999999563,the,FALSE,FALSE,TRUE,0.220000000000255
wait that could,backfire,be,FALSE,FALSE,FALSE,0.259999999999309,be,FALSE,FALSE,FALSE,0.119999999999891
the last pick,goes,up,FALSE,FALSE,FALSE,0.239999999999782,up,FALSE,FALSE,FALSE,0.220000000000255
faith is,to,a,FALSE,TRUE,TRUE,0.25,a,FALSE,TRUE,TRUE,0.219999999999345
need to,see,be,FALSE,FALSE,TRUE,0.330000000000837,be,FALSE,FALSE,TRUE,0.0799999999999272
came i clean,it,up,FALSE,TRUE,TRUE,0.229999999999563,up,FALSE,TRUE,TRUE,0.220000000000255
on their,bandpage,own,FALSE,FALSE,FALSE,0.239999999999782,own,FALSE,FALSE,FALSE,0.0999999999994543
hella happy,that,birthday,FALSE,FALSE,TRUE,0.219999999999345,birthday,FALSE,FALSE,TRUE,0.199999999999818
we have leftover,lumber,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.259999999999309
officially picked john,kerry,and,FALSE,FALSE,FALSE,0.229999999999563,and,FALSE,FALSE,FALSE,0.220000000000255
installed along,south,with,FALSE,FALSE,FALSE,0.25,with,FALSE,FALSE,FALSE,0.240000000000691
seemed like scherzer was as,bad,though,FALSE,FALSE,TRUE,0.300000000000182,though,FALSE,FALSE,FALSE,0.130000000000109
is watching americas,got,test,FALSE,TRUE,TRUE,0.260000000000218,test,FALSE,TRUE,TRUE,0.269999999999527
of state,press,and,FALSE,FALSE,FALSE,0.270000000000437,and,FALSE,FALSE,FALSE,0.0900000000001455
pole as far as their,personalities,own,FALSE,FALSE,FALSE,0.380000000000109,own,FALSE,FALSE,FALSE,0.329999999999927
have broadsided you,with,can,FALSE,FALSE,TRUE,0.280000000000655,can,FALSE,FALSE,TRUE,0.25
heard so,much,i,FALSE,TRUE,TRUE,0.280000000000655,i,FALSE,TRUE,TRUE,0.269999999999527
flowers are dressed up,for,and,FALSE,TRUE,TRUE,0.260000000000218,and,FALSE,FALSE,FALSE,0.180000000000291
happiness is,a,a,TRUE,TRUE,TRUE,0.289999999999964,a,TRUE,TRUE,TRUE,0.309999999999491
 indicating he might have,been,been,TRUE,TRUE,TRUE,0.269999999999527,been,TRUE,TRUE,TRUE,0.119999999999891
report committed acts,of,as,FALSE,FALSE,FALSE,0.25,as,FALSE,FALSE,FALSE,0.270000000000437
and dropping,things,by,FALSE,FALSE,FALSE,0.240000000000691,by,FALSE,FALSE,FALSE,0.199999999999818
feel so bad for,the,a,FALSE,TRUE,TRUE,0.289999999999964,a,FALSE,FALSE,FALSE,0.139999999999418
dylan i love it,here,when,FALSE,TRUE,TRUE,0.319999999999709,too,FALSE,FALSE,FALSE,0.0399999999999636
you learn to be,really,a,FALSE,FALSE,TRUE,0.309999999999491,a,FALSE,FALSE,TRUE,0.140000000000327
thanks good luck with kinvey,looks,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.229999999999563
a new effort to aggressively,challenge,the,FALSE,FALSE,FALSE,0.300000000000182,the,FALSE,FALSE,FALSE,0.340000000000146
c greaves esq universal british,directory,columbia,FALSE,FALSE,FALSE,0.3100000000004,columbia,FALSE,FALSE,FALSE,0.270000000000437
itâs piping hot with steam,coming,that,FALSE,FALSE,FALSE,0.300000000000182,that,FALSE,FALSE,FALSE,0.329999999999927
songs from,you,the,FALSE,FALSE,TRUE,0.220000000000255,the,FALSE,FALSE,FALSE,0.0900000000001455
efficiency a,profound,few,FALSE,FALSE,FALSE,0.389999999999418,few,FALSE,FALSE,FALSE,0.359999999999673
before wandering off to look,for,at,FALSE,TRUE,TRUE,0.340000000000146,at,FALSE,TRUE,TRUE,0.140000000000327
let me tell you,about,that,FALSE,TRUE,TRUE,0.279999999999745,that,FALSE,TRUE,TRUE,0.140000000000327
have not listened to any,of,of,TRUE,TRUE,TRUE,0.289999999999964,of,TRUE,TRUE,TRUE,0.140000000000327
hella did i know we,hella,are,FALSE,FALSE,FALSE,0.260000000000218,are,FALSE,FALSE,FALSE,0.260000000000218
love to take you,out,to,FALSE,FALSE,TRUE,0.259999999999309,to,FALSE,FALSE,FALSE,0.140000000000327
holy high,waves,school,FALSE,FALSE,FALSE,0.220000000000255,school,FALSE,FALSE,FALSE,0.220000000000255
israel itâs the only official,holiday,said,FALSE,FALSE,FALSE,0.329999999999927,said,FALSE,FALSE,FALSE,0.319999999999709
the frontrunner but in,most,the,FALSE,FALSE,TRUE,0.289999999999964,the,FALSE,FALSE,FALSE,0.140000000000327
for a,couple,few,FALSE,FALSE,TRUE,0.329999999999927,few,FALSE,FALSE,TRUE,0.0799999999999272
genre fiction  thriller ,crime,the,FALSE,FALSE,FALSE,0.289999999999964,the,FALSE,FALSE,FALSE,0.280000000000655
the bill,would,would,TRUE,TRUE,TRUE,0.239999999999782,would,TRUE,TRUE,TRUE,0.0900000000001455
victorian jewel purples with a,shot,little,FALSE,FALSE,TRUE,0.390000000000327,little,FALSE,FALSE,FALSE,0.139999999999418
cell and table styles,often,or,FALSE,FALSE,FALSE,0.279999999999745,or,FALSE,FALSE,FALSE,0.25
the residents here are all,very,the,FALSE,FALSE,TRUE,0.300000000000182,from,FALSE,FALSE,FALSE,0.139999999999418
yea you are,lol,not,FALSE,FALSE,FALSE,0.269999999999527,so,FALSE,FALSE,FALSE,0.110000000000582
so it was you,who,can,FALSE,FALSE,TRUE,0.270000000000437,can,FALSE,FALSE,TRUE,0.279999999999745
plot it must get,worstâ,a,FALSE,FALSE,FALSE,0.25,a,FALSE,FALSE,FALSE,0.229999999999563
make sure this issue is,addressed,a,FALSE,FALSE,FALSE,0.309999999999491,a,FALSE,FALSE,FALSE,0.300000000000182
and read,frequently,the,FALSE,FALSE,FALSE,0.239999999999782,it,FALSE,FALSE,FALSE,0.0900000000001455
down the radio to,help,the,FALSE,FALSE,TRUE,0.3799999999992,the,FALSE,FALSE,TRUE,0.329999999999927
his loving family his warm,safe,and,FALSE,FALSE,FALSE,0.3100000000004,and,FALSE,FALSE,FALSE,0.270000000000437
instagram cracking up,at,to,FALSE,TRUE,TRUE,0.25,to,FALSE,TRUE,TRUE,0.239999999999782
pdt ,ap,the,FALSE,FALSE,FALSE,0.1299999999992,the,FALSE,FALSE,FALSE,0.119999999999891
to charge up a slippery,mud,the,FALSE,FALSE,FALSE,0.300000000000182,the,FALSE,FALSE,FALSE,0.279999999999745
yay im,glad,not,FALSE,FALSE,TRUE,0.230000000000473,not,FALSE,FALSE,TRUE,0.199999999999818
to know to,combat,the,FALSE,FALSE,FALSE,0.329999999999927,the,FALSE,FALSE,FALSE,0.369999999999891
able to work with,that,you,FALSE,FALSE,TRUE,0.289999999999964,you,FALSE,FALSE,FALSE,0.069999999999709
the words to describe this,girl,is,FALSE,FALSE,TRUE,0.300000000000182,is,FALSE,FALSE,TRUE,0.309999999999491
no idea,you,what,FALSE,FALSE,TRUE,0.25,what,FALSE,FALSE,FALSE,0.0999999999994543
to it was,awesome,a,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,TRUE,0.140000000000327
or the âinside hollywoodâ,stuff,the,FALSE,FALSE,FALSE,1.5,the,FALSE,FALSE,FALSE,1.47000000000025
 diabetes without,insulin,a,FALSE,FALSE,FALSE,0.220000000000255,a,FALSE,FALSE,FALSE,0.199999999999818
the best,we,of,FALSE,FALSE,TRUE,0.220000000000255,of,FALSE,FALSE,TRUE,0.109999999999673
human existence is wasted,in,the,FALSE,TRUE,TRUE,0.25,the,FALSE,TRUE,TRUE,0.25
the nd living,room,in,FALSE,TRUE,TRUE,0.270000000000437,in,FALSE,TRUE,TRUE,0.25
is a freak show i,hope,think,FALSE,FALSE,TRUE,0.300000000000182,think,FALSE,FALSE,FALSE,0.119999999999891
to the new,demo,york,FALSE,FALSE,FALSE,0.280000000000655,york,FALSE,FALSE,FALSE,0.0299999999997453
its headline,âabacha,the,FALSE,FALSE,FALSE,0.199999999999818,the,FALSE,FALSE,FALSE,0.220000000000255
be an uber,loser,the,FALSE,FALSE,FALSE,0.229999999999563,the,FALSE,FALSE,FALSE,0.229999999999563
if it worked is it,gritty,that,FALSE,FALSE,FALSE,0.289999999999964,that,FALSE,FALSE,FALSE,0.140000000000327
of eating,for,a,FALSE,FALSE,FALSE,0.239999999999782,a,FALSE,FALSE,FALSE,0.25
vollmar and his younger brother,lewis,and,FALSE,FALSE,FALSE,0.279999999999745,and,FALSE,FALSE,FALSE,0.25
 getting,ready,a,FALSE,TRUE,TRUE,0.139999999999418,a,FALSE,TRUE,TRUE,0.130000000000109
email and,sign,the,FALSE,FALSE,FALSE,0.350000000000364,the,FALSE,FALSE,FALSE,0.3100000000004
derogatory names,if,the,FALSE,FALSE,FALSE,0.220000000000255,the,FALSE,FALSE,FALSE,0.239999999999782
the most menacing,one,the,FALSE,FALSE,FALSE,0.239999999999782,the,FALSE,FALSE,FALSE,0.239999999999782
i dread getting,up,a,FALSE,FALSE,TRUE,0.25,a,FALSE,FALSE,TRUE,0.239999999999782
relief now ive mastered an,art,amazing,FALSE,FALSE,TRUE,0.300000000000182,amazing,FALSE,FALSE,TRUE,0.279999999999745
police were investigating he,said,was,FALSE,TRUE,TRUE,0.289999999999964,was,FALSE,TRUE,TRUE,0.279999999999745
times  like,when,a,FALSE,FALSE,TRUE,0.260000000000218,to,FALSE,FALSE,TRUE,0.139999999999418
business being,bold,a,FALSE,FALSE,FALSE,0.229999999999563,a,FALSE,FALSE,FALSE,0.219999999999345
nose tackle and running,back,by,FALSE,TRUE,TRUE,0.279999999999745,by,FALSE,FALSE,FALSE,0.159999999999854
advice and,a,the,FALSE,TRUE,TRUE,0.329999999999927,the,FALSE,TRUE,TRUE,0.309999999999491
right about the heat inducing,ghost,the,FALSE,FALSE,FALSE,0.280000000000655,the,FALSE,FALSE,FALSE,0.279999999999745
and need to burn of,some,the,FALSE,FALSE,TRUE,0.350000000000364,the,FALSE,FALSE,TRUE,0.300000000000182
i was back,in,in,TRUE,TRUE,TRUE,0.25,in,TRUE,TRUE,TRUE,0.109999999999673
donât worry too,much,much,TRUE,TRUE,TRUE,0.390000000000327,much,TRUE,TRUE,TRUE,0.430000000000291
company already,enjoys,know,FALSE,FALSE,FALSE,0.270000000000437,know,FALSE,FALSE,FALSE,0.240000000000691
americas top model the,cw,first,FALSE,FALSE,FALSE,0.579999999999927,first,FALSE,FALSE,FALSE,0.449999999999818
i dont even know who,is,you,FALSE,TRUE,TRUE,0.270000000000437,you,FALSE,FALSE,FALSE,0.119999999999891
thank,you,you,TRUE,TRUE,TRUE,0.1299999999992,you,TRUE,TRUE,TRUE,0.1200000000008
come and,wear,the,FALSE,FALSE,TRUE,0.309999999999491,the,FALSE,FALSE,TRUE,0.289999999999964
and emergency medical,technicians,center,FALSE,FALSE,FALSE,0.269999999999527,center,FALSE,FALSE,FALSE,0.25
a bit nicer,to,than,FALSE,TRUE,TRUE,0.25,than,FALSE,TRUE,TRUE,0.220000000000255
the collection,here,of,FALSE,FALSE,FALSE,0.230000000000473,of,FALSE,FALSE,FALSE,0.210000000000036
come in tha,summer,dear,FALSE,FALSE,FALSE,0.239999999999782,dear,FALSE,FALSE,FALSE,0.210000000000036
little snitch,i,the,FALSE,TRUE,TRUE,0.200000000000728,the,FALSE,TRUE,TRUE,0.210000000000036
world latin dance,cup,with,FALSE,FALSE,FALSE,0.239999999999782,with,FALSE,FALSE,FALSE,0.229999999999563
task force,at,and,FALSE,FALSE,FALSE,0.220000000000255,and,FALSE,FALSE,FALSE,0.220000000000255
slight douglass ,open,the,FALSE,FALSE,FALSE,0.199999999999818,the,FALSE,FALSE,FALSE,0.210000000000036
taken on the color of,the,the,TRUE,TRUE,TRUE,0.319999999999709,the,TRUE,TRUE,TRUE,0.140000000000327
for easterbegg,treat,the,FALSE,FALSE,FALSE,0.220000000000255,the,FALSE,FALSE,FALSE,0.220000000000255
white coach big white coach,is,mike,FALSE,FALSE,FALSE,0.25,mike,FALSE,FALSE,FALSE,0.229999999999563
for a,live,few,FALSE,FALSE,TRUE,0.350000000000364,few,FALSE,FALSE,FALSE,0.0799999999999272
 maybe,even,i,FALSE,TRUE,TRUE,0.1200000000008,i,FALSE,TRUE,TRUE,0.109999999999673
yes lets catch up,after,in,FALSE,FALSE,TRUE,0.230000000000473,in,FALSE,FALSE,FALSE,0.150000000000546
be real hard to,tell,find,FALSE,FALSE,TRUE,0.340000000000146,find,FALSE,FALSE,FALSE,0.130000000000109
skunkprobably one wandering around,the,the,TRUE,TRUE,TRUE,0.279999999999745,the,TRUE,TRUE,TRUE,0.280000000000655
with thoughts of god,rather,and,FALSE,FALSE,FALSE,0.269999999999527,and,FALSE,FALSE,FALSE,0.130000000000109
a good way,i,to,FALSE,TRUE,TRUE,0.230000000000473,to,FALSE,FALSE,FALSE,0.0300000000006548
get jumped,lmao,on,FALSE,FALSE,FALSE,0.200000000000728,on,FALSE,FALSE,FALSE,0.170000000000073
the success,of,of,TRUE,TRUE,TRUE,0.220000000000255,of,TRUE,TRUE,TRUE,0.0900000000001455
woot were waiting in minneapolis,cant,the,FALSE,FALSE,FALSE,0.260000000000218,the,FALSE,FALSE,FALSE,0.25
always were here for,you,the,FALSE,TRUE,TRUE,0.260000000000218,the,FALSE,TRUE,TRUE,0.1200000000008
just have to all look,in,at,FALSE,FALSE,TRUE,0.25,at,FALSE,FALSE,TRUE,0.260000000000218
the royals,to,the,FALSE,TRUE,TRUE,0.220000000000255,the,FALSE,TRUE,TRUE,0.220000000000255
electronic devices,im,were,FALSE,FALSE,FALSE,0.239999999999782,were,FALSE,FALSE,FALSE,0.230000000000473
didnt take a,red,look,FALSE,FALSE,TRUE,0.359999999999673,look,FALSE,FALSE,FALSE,0.140000000000327
that aint,sound,no,FALSE,FALSE,FALSE,0.279999999999745,no,FALSE,FALSE,FALSE,0.229999999999563
opinions on the,propagated,other,FALSE,FALSE,FALSE,0.529999999999745,other,FALSE,FALSE,FALSE,0.150000000000546
to receive an,application,amazing,FALSE,FALSE,TRUE,0.299999999999272,amazing,FALSE,FALSE,TRUE,0.269999999999527
single digits thanks to the,pay,us,FALSE,FALSE,FALSE,0.600000000000364,us,FALSE,FALSE,FALSE,0.159999999999854
 and,my,the,FALSE,FALSE,TRUE,0.25,the,FALSE,FALSE,TRUE,0.230000000000473
really got the,crowd,chance,FALSE,FALSE,TRUE,0.470000000000255,chance,FALSE,FALSE,FALSE,0.110000000000582
i was,going,a,FALSE,TRUE,TRUE,0.260000000000218,a,FALSE,TRUE,TRUE,0.0900000000001455
and unfulfilled after free agency,figure,to,FALSE,FALSE,FALSE,0.300000000000182,to,FALSE,FALSE,FALSE,0.270000000000437
before losing  ,to,streak,FALSE,TRUE,TRUE,0.219999999999345,streak,FALSE,TRUE,TRUE,0.200000000000728
with my,mom,own,FALSE,FALSE,TRUE,0.229999999999563,own,FALSE,FALSE,TRUE,0.069999999999709
need his friendship when,i,i,TRUE,TRUE,TRUE,0.269999999999527,i,TRUE,TRUE,TRUE,0.25
 at,pge,the,FALSE,FALSE,FALSE,0.149999999999636,the,FALSE,FALSE,FALSE,0.149999999999636
and compromise and,hope,the,FALSE,FALSE,TRUE,0.390000000000327,the,FALSE,FALSE,TRUE,0.359999999999673
august it was ,percent,a,FALSE,FALSE,FALSE,0.279999999999745,a,FALSE,FALSE,FALSE,0.1299999999992
was going to send,you,me,FALSE,TRUE,TRUE,0.300000000000182,me,FALSE,TRUE,TRUE,0.130000000000109
if ya think,about,i,FALSE,TRUE,TRUE,0.300000000000182,i,FALSE,TRUE,TRUE,0.260000000000218
big slj headline,yalsa,the,FALSE,FALSE,FALSE,0.269999999999527,the,FALSE,FALSE,FALSE,0.279999999999745
lets make,it,it,TRUE,TRUE,TRUE,0.220000000000255,it,TRUE,TRUE,TRUE,0.0799999999999272
sergeant was called,in,the,FALSE,TRUE,TRUE,0.25,the,FALSE,TRUE,TRUE,0.25
much want to,meet,read,FALSE,FALSE,TRUE,0.389999999999418,read,FALSE,FALSE,FALSE,0.0299999999997453
known as sentiero azzurro blue,path,and,FALSE,FALSE,FALSE,0.269999999999527,and,FALSE,FALSE,FALSE,0.25
were reintroduced  years,ago,ago,TRUE,TRUE,TRUE,0.25,ago,TRUE,TRUE,TRUE,0.1200000000008
hear it very,wellâ,good,FALSE,FALSE,FALSE,0.25,good,FALSE,FALSE,FALSE,0.230000000000473
aaa girls gainesville,led,the,FALSE,FALSE,FALSE,0.229999999999563,the,FALSE,FALSE,FALSE,0.25
the golden,gate,gate,TRUE,TRUE,TRUE,0.219999999999345,gate,TRUE,TRUE,TRUE,0.220000000000255
scrape just to get,by,a,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,FALSE,0.140000000000327
thank you for the,absolutely,follow,FALSE,FALSE,FALSE,0.529999999999745,follow,FALSE,FALSE,FALSE,0.0300000000006548
startling photos and,tweets,the,FALSE,FALSE,TRUE,0.399999999999636,the,FALSE,FALSE,TRUE,0.309999999999491
dont want,to,to,TRUE,TRUE,TRUE,0.220000000000255,to,TRUE,TRUE,TRUE,0.089999999999236
just wanna remember the name,i,of,FALSE,TRUE,TRUE,0.329999999999927,of,FALSE,FALSE,FALSE,0.140000000000327
little rock,ar,and,FALSE,FALSE,FALSE,0.199999999999818,and,FALSE,FALSE,FALSE,0.220000000000255
says walmart stores inc is,paying,a,FALSE,FALSE,FALSE,0.309999999999491,a,FALSE,FALSE,FALSE,0.289999999999964
piece and glued the sides,down,of,FALSE,FALSE,FALSE,0.279999999999745,of,FALSE,FALSE,FALSE,0.140000000000327
fda action reflects,a,the,FALSE,TRUE,TRUE,0.279999999999745,the,FALSE,TRUE,TRUE,0.269999999999527
 you,could,can,FALSE,FALSE,TRUE,0.159999999999854,can,FALSE,FALSE,TRUE,0.170000000000073
kindness shed say with,a,the,FALSE,TRUE,TRUE,0.260000000000218,the,FALSE,TRUE,TRUE,0.259999999999309
the ground,running,and,FALSE,FALSE,FALSE,0.229999999999563,and,FALSE,FALSE,FALSE,0.0900000000001455
vampire a mysterious,beauty,ways,FALSE,FALSE,FALSE,0.260000000000218,ways,FALSE,FALSE,FALSE,0.269999999999527
am not,going,sure,FALSE,TRUE,TRUE,0.25,sure,FALSE,TRUE,TRUE,0.089999999999236
of their port chicago highway,headquarters,patrol,FALSE,FALSE,FALSE,0.280000000000655,patrol,FALSE,FALSE,FALSE,0.279999999999745
out there we couldnt do,this,you,FALSE,TRUE,TRUE,0.260000000000218,you,FALSE,TRUE,TRUE,0.25
and running as,the,a,FALSE,TRUE,TRUE,0.3100000000004,a,FALSE,TRUE,TRUE,0.279999999999745
down to,my,the,FALSE,FALSE,TRUE,0.319999999999709,the,FALSE,FALSE,FALSE,0.100000000000364
a color that is close,to,to,TRUE,TRUE,TRUE,0.299999999999272,to,TRUE,TRUE,TRUE,0.329999999999927
together did today even happen,it,to,FALSE,FALSE,FALSE,0.289999999999964,to,FALSE,FALSE,FALSE,0.280000000000655
miss you alot no,not,one,FALSE,FALSE,TRUE,0.289999999999964,one,FALSE,FALSE,TRUE,0.25
the question yes is the,answer,best,FALSE,FALSE,TRUE,0.5600000000004,best,FALSE,FALSE,FALSE,0.139999999999418
that are not,appropriate,the,FALSE,FALSE,FALSE,0.299999999999272,the,FALSE,FALSE,FALSE,0.140000000000327
tim brown,in,and,FALSE,TRUE,TRUE,0.219999999999345,and,FALSE,TRUE,TRUE,0.210000000000036
just beat france going,to,to,TRUE,TRUE,TRUE,0.25,to,TRUE,TRUE,TRUE,0.230000000000473
i shouldnt do these,things,things,TRUE,TRUE,TRUE,0.269999999999527,things,TRUE,TRUE,TRUE,0.199999999999818
his primary,forces,goal,FALSE,FALSE,FALSE,0.230000000000473,goal,FALSE,FALSE,FALSE,0.0900000000001455
about my dear,friend,friend,TRUE,TRUE,TRUE,0.25,friend,TRUE,TRUE,TRUE,0.1200000000008
be a problem according,to,to,TRUE,TRUE,TRUE,0.299999999999272,to,TRUE,TRUE,TRUE,0.300000000000182
friday the th,ðÿ,century,FALSE,FALSE,FALSE,0.289999999999964,century,FALSE,FALSE,FALSE,0.140000000000327
call now for,more,the,FALSE,FALSE,TRUE,0.25,the,FALSE,FALSE,FALSE,0.130000000000109
the selfemployed will,account,be,FALSE,FALSE,FALSE,0.270000000000437,be,FALSE,FALSE,FALSE,0.229999999999563
plenty on,his,the,FALSE,TRUE,TRUE,0.229999999999563,the,FALSE,TRUE,TRUE,0.200000000000728
thank you for an,excellent,hour,FALSE,FALSE,TRUE,0.260000000000218,hour,FALSE,FALSE,FALSE,0.110000000000582
the recession on,measure,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.259999999999309
the average,life,rate,FALSE,FALSE,FALSE,0.260000000000218,rate,FALSE,FALSE,FALSE,0.109999999999673
your health care,usa,reform,FALSE,FALSE,FALSE,0.25,reform,FALSE,FALSE,FALSE,0.119999999999891
that make,it,up,FALSE,TRUE,TRUE,0.229999999999563,up,FALSE,FALSE,FALSE,0.109999999999673
yet love,for,you,FALSE,TRUE,TRUE,0.220000000000255,you,FALSE,TRUE,TRUE,0.170000000000073
the car and ,after,then,FALSE,FALSE,TRUE,0.340000000000146,then,FALSE,FALSE,FALSE,0.110000000000582
in his rural town and,holed,they,FALSE,FALSE,FALSE,0.369999999999891,they,FALSE,FALSE,FALSE,0.140000000000327
 babblin,about,the,FALSE,FALSE,FALSE,0.109999999999673,the,FALSE,FALSE,FALSE,0.130000000000109
psychological film,its,festival,FALSE,FALSE,TRUE,0.220000000000255,festival,FALSE,FALSE,TRUE,0.1899999999996
i love shaklee and,feel,the,FALSE,FALSE,TRUE,0.359999999999673,the,FALSE,FALSE,TRUE,0.359999999999673
of root b going to,the,be,FALSE,TRUE,TRUE,0.320000000000618,be,FALSE,TRUE,TRUE,0.119999999999891
 you just dont,deserve,know,FALSE,FALSE,TRUE,0.239999999999782,know,FALSE,FALSE,FALSE,0.130000000000109
i know theres no,slide,one,FALSE,FALSE,FALSE,0.309999999999491,doubt,FALSE,FALSE,FALSE,0.140000000000327
decision you make moves you,closer,can,FALSE,FALSE,FALSE,0.260000000000218,can,FALSE,FALSE,FALSE,0.289999999999964
meetings how is,it,it,TRUE,TRUE,TRUE,0.359999999999673,it,TRUE,TRUE,TRUE,0.109999999999673
isnt on netflix,haha,challenge,FALSE,FALSE,FALSE,0.309999999999491,challenge,FALSE,FALSE,FALSE,0.259999999999309
events will be a bucket,brigade,list,FALSE,FALSE,FALSE,0.319999999999709,list,FALSE,FALSE,FALSE,0.299999999999272
is the unique,result,and,FALSE,FALSE,FALSE,0.260000000000218,and,FALSE,FALSE,FALSE,0.329999999999927
wishlist for spring and summer,let,of,FALSE,FALSE,FALSE,0.390000000000327,of,FALSE,FALSE,FALSE,0.399999999999636
had before that was,clearly,a,FALSE,FALSE,TRUE,0.3100000000004,a,FALSE,FALSE,FALSE,0.140000000000327
in three minutes an,faa,amazing,FALSE,FALSE,FALSE,0.350000000000364,amazing,FALSE,FALSE,FALSE,0.340000000000146
gonna sleep though night,mrs,and,FALSE,FALSE,FALSE,0.329999999999927,and,FALSE,FALSE,FALSE,0.320000000000618
to cancel the,entire,first,FALSE,FALSE,TRUE,0.529999999999745,first,FALSE,FALSE,TRUE,0.510000000000218
your class the,st,first,FALSE,FALSE,TRUE,0.609999999999673,first,FALSE,FALSE,TRUE,0.469999999999345
loving parenthood right now,major,i,FALSE,FALSE,FALSE,0.349999999999454,i,FALSE,FALSE,FALSE,0.150000000000546
can watch yoga,bocci,and,FALSE,FALSE,FALSE,0.300000000000182,and,FALSE,FALSE,FALSE,0.199999999999818
central credit,union,card,FALSE,TRUE,TRUE,0.190000000000509,card,FALSE,TRUE,TRUE,0.190000000000509
 next visit will be,for,a,FALSE,FALSE,TRUE,0.299999999999272,a,FALSE,FALSE,FALSE,0.119999999999891
a me day mani pedi,movie,the,FALSE,FALSE,FALSE,0.259999999999309,the,FALSE,FALSE,FALSE,0.229999999999563
have to,search,be,FALSE,FALSE,TRUE,0.359999999999673,be,FALSE,FALSE,FALSE,0.0900000000001455
blogs ,your,and,FALSE,FALSE,FALSE,0.159999999999854,and,FALSE,FALSE,FALSE,0.119999999999891
and a large accumulation of,dead,the,FALSE,FALSE,FALSE,0.409999999999855,the,FALSE,FALSE,FALSE,0.350000000000364
attending the asil meeting ,of,you,FALSE,TRUE,TRUE,0.289999999999964,you,FALSE,TRUE,TRUE,0.300000000000182
have been,enhanced,a,FALSE,FALSE,FALSE,0.229999999999563,a,FALSE,FALSE,FALSE,0.109999999999673
over arizona snapping a sixgame,losing,the,FALSE,FALSE,FALSE,0.300000000000182,the,FALSE,FALSE,FALSE,0.279999999999745
are proving themselves capable,of,of,TRUE,TRUE,TRUE,0.279999999999745,of,TRUE,TRUE,TRUE,0.269999999999527
with the birds chirping outside,lol,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.270000000000437
that open the door,for,to,FALSE,TRUE,TRUE,0.269999999999527,to,FALSE,TRUE,TRUE,0.140000000000327
 over,our,the,FALSE,FALSE,TRUE,0.159999999999854,the,FALSE,FALSE,TRUE,0.119999999999891
gearing up for mix,nashville,of,FALSE,FALSE,FALSE,0.270000000000437,of,FALSE,FALSE,FALSE,0.279999999999745
time in,the,the,TRUE,TRUE,TRUE,0.279999999999745,a,FALSE,TRUE,TRUE,0.0900000000001455
had planned on doing it,but,for,FALSE,FALSE,TRUE,0.300000000000182,for,FALSE,FALSE,FALSE,0.140000000000327
all big n,shitt,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.240000000000691
think i missed,it,the,FALSE,TRUE,TRUE,0.270000000000437,the,FALSE,TRUE,TRUE,0.1299999999992
drama for,ange,the,FALSE,FALSE,FALSE,0.269999999999527,the,FALSE,FALSE,FALSE,0.25
cotton so,in,i,FALSE,FALSE,TRUE,0.220000000000255,i,FALSE,FALSE,TRUE,0.220000000000255
exteriorpainting involves,a,the,FALSE,TRUE,TRUE,0.25,the,FALSE,TRUE,TRUE,0.270000000000437
might encourage more,twitter,than,FALSE,FALSE,FALSE,0.280000000000655,than,FALSE,FALSE,FALSE,0.3100000000004
means it,is,was,FALSE,TRUE,TRUE,0.25,was,FALSE,TRUE,TRUE,0.220000000000255
similar to metwitter,must,the,FALSE,FALSE,FALSE,0.299999999999272,the,FALSE,FALSE,FALSE,0.260000000000218
ago is probably still in,style,the,FALSE,FALSE,TRUE,0.309999999999491,the,FALSE,FALSE,FALSE,0.139999999999418
a minimal pulsing synthesizer,drumbeat,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.25
room and you,cover,can,FALSE,FALSE,FALSE,0.260000000000218,can,FALSE,FALSE,FALSE,0.109999999999673
so happy i have such,amazing,as,FALSE,FALSE,TRUE,0.269999999999527,as,FALSE,FALSE,TRUE,0.240000000000691
dancing with,dance,the,FALSE,FALSE,FALSE,0.220000000000255,the,FALSE,FALSE,FALSE,0.0799999999999272
the way this,world,is,FALSE,FALSE,TRUE,0.319999999999709,is,FALSE,FALSE,TRUE,0.390000000000327
nailed into place,with,to,FALSE,FALSE,TRUE,0.260000000000218,to,FALSE,FALSE,TRUE,0.25
