InputString,Actual,Predicted_Interpolation,Correct_Interpolation,InTop10_Interpolation,InWordCloud_Interpolation,Runtime_Interpolation,Predicted_Backoff,Correct_Backoff,InTop10_Backoff,InWordCloud_Backoff,Runtime_Backoff
him and,shook,his,FALSE,FALSE,TRUE,0.309999999999491,his,FALSE,FALSE,FALSE,0.0799999999999272
guys put,it,it,TRUE,TRUE,TRUE,0.199999999999818,it,TRUE,TRUE,TRUE,0.170000000000073
mcdonalds in,the,the,TRUE,TRUE,TRUE,0.230000000000473,the,TRUE,TRUE,TRUE,0.239999999999782
open a,can,few,FALSE,FALSE,TRUE,0.319999999999709,few,FALSE,FALSE,TRUE,0.309999999999491
tell your friends,to,to,TRUE,TRUE,TRUE,0.240000000000691,to,TRUE,TRUE,TRUE,0.0399999999999636
too bad,georgia,the,FALSE,FALSE,FALSE,0.240000000000691,the,FALSE,FALSE,FALSE,0.089999999999236
me it would mean so,much,i,FALSE,TRUE,TRUE,0.289999999999964,i,FALSE,TRUE,TRUE,0.25
rb he will,be,be,TRUE,TRUE,TRUE,0.239999999999782,be,TRUE,TRUE,TRUE,0.119999999999891
scored points and she,has,is,FALSE,TRUE,TRUE,0.260000000000218,is,FALSE,TRUE,TRUE,0.140000000000327
for the tt made,my,the,FALSE,TRUE,TRUE,0.260000000000218,the,FALSE,TRUE,TRUE,0.25
thanks for,the,the,TRUE,TRUE,TRUE,0.25,the,TRUE,TRUE,TRUE,0.0900000000001455
great to hear that,was,its,FALSE,TRUE,TRUE,0.300000000000182,its,FALSE,FALSE,FALSE,0.119999999999891
an old,woman,school,FALSE,FALSE,FALSE,0.210000000000036,school,FALSE,FALSE,FALSE,0.100000000000364
the spirit boy,i,and,FALSE,TRUE,TRUE,0.25,and,FALSE,TRUE,TRUE,0.220000000000255
hooked on those granola bars,since,and,FALSE,FALSE,FALSE,0.25,and,FALSE,FALSE,FALSE,0.239999999999782
three pointers in,the,the,TRUE,TRUE,TRUE,0.3100000000004,the,TRUE,TRUE,TRUE,0.109999999999673
 pm reply,back,to,FALSE,FALSE,FALSE,0.210000000000036,to,FALSE,FALSE,FALSE,0.199999999999818
were going to,look,have,FALSE,FALSE,TRUE,0.329999999999927,have,FALSE,FALSE,FALSE,0.0300000000006548
is significant,to,other,FALSE,FALSE,FALSE,0.25,other,FALSE,FALSE,FALSE,0.279999999999745
whenever we,are,are,TRUE,TRUE,TRUE,0.220000000000255,are,TRUE,TRUE,TRUE,0.239999999999782
there are,many,many,TRUE,TRUE,TRUE,0.260000000000218,many,TRUE,TRUE,TRUE,0.109999999999673
that the,company,state,FALSE,TRUE,TRUE,0.449999999999818,state,FALSE,TRUE,TRUE,0.0900000000001455
how ignores my,texts,life,FALSE,FALSE,TRUE,0.280000000000655,life,FALSE,FALSE,TRUE,0.279999999999745
scattered over,three,the,FALSE,FALSE,TRUE,0.230000000000473,the,FALSE,FALSE,TRUE,0.25
up and down their stairs,the,to,FALSE,FALSE,FALSE,0.289999999999964,to,FALSE,FALSE,FALSE,0.259999999999309
wife and followed,the,by,FALSE,TRUE,TRUE,0.229999999999563,by,FALSE,TRUE,TRUE,0.240000000000691
forward to,visiting,seeing,FALSE,FALSE,FALSE,0.279999999999745,seeing,FALSE,FALSE,FALSE,0.0799999999999272
im gonna follow,at,me,FALSE,FALSE,FALSE,0.25,me,FALSE,FALSE,FALSE,0.230000000000473
im giving,you,you,TRUE,TRUE,TRUE,0.230000000000473,you,TRUE,TRUE,TRUE,0.100000000000364
only  jobs in,april,the,FALSE,TRUE,TRUE,0.300000000000182,april,TRUE,TRUE,TRUE,0.109999999999673
 times,in,and,FALSE,TRUE,TRUE,0.170000000000073,and,FALSE,TRUE,TRUE,0.159999999999854
jaeger taint shots woohoo thanks,stephen,for,FALSE,FALSE,FALSE,0.309999999999491,for,FALSE,FALSE,FALSE,0.300000000000182
on their timetable,and,for,FALSE,FALSE,FALSE,0.289999999999964,for,FALSE,FALSE,FALSE,0.309999999999491
cat power,less,of,FALSE,FALSE,FALSE,0.25,of,FALSE,FALSE,FALSE,0.200000000000728
of violence make it,imperative,to,FALSE,FALSE,FALSE,0.319999999999709,happen,FALSE,FALSE,FALSE,0.160000000000764
but i can see,how,you,FALSE,TRUE,TRUE,0.259999999999309,you,FALSE,FALSE,FALSE,0.0500000000001819
cool to have that,as,many,FALSE,FALSE,TRUE,0.329999999999927,many,FALSE,FALSE,FALSE,0.170000000000073
 that having one great,meet,to,FALSE,FALSE,FALSE,0.279999999999745,to,FALSE,FALSE,FALSE,0.260000000000218
that federal,funding,government,FALSE,FALSE,TRUE,0.220000000000255,government,FALSE,FALSE,TRUE,0.230000000000473
colorado and,this,the,FALSE,FALSE,TRUE,0.319999999999709,the,FALSE,FALSE,TRUE,0.3100000000004
what would your entrance music,be,and,FALSE,FALSE,TRUE,0.259999999999309,and,FALSE,FALSE,TRUE,0.25
grass is greener where you,water,are,FALSE,FALSE,FALSE,0.260000000000218,are,FALSE,FALSE,FALSE,0.149999999999636
and icon larry townsend,you,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.260000000000218
british aircraft pound a large,headquarter,scale,FALSE,FALSE,FALSE,0.260000000000218,scale,FALSE,FALSE,FALSE,0.130000000000109
lol he sound stiff,trying,the,FALSE,FALSE,FALSE,0.240000000000691,the,FALSE,FALSE,FALSE,0.259999999999309
comment monday,on,on,TRUE,TRUE,TRUE,0.200000000000728,on,TRUE,TRUE,TRUE,0.0799999999999272
katsuya disagree but hey happy,birthday,birthday,TRUE,TRUE,TRUE,0.260000000000218,birthday,TRUE,TRUE,TRUE,0.25
movies it also boasts an,acting,amazing,FALSE,FALSE,FALSE,0.279999999999745,amazing,FALSE,FALSE,FALSE,0.280000000000655
much friendlier,auntieemcustard,the,FALSE,FALSE,FALSE,0.180000000000291,the,FALSE,FALSE,FALSE,0.200000000000728
decals and stickers  use,coupon,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.1200000000008
theres substantial overlap of evidence,between,that,FALSE,FALSE,FALSE,0.300000000000182,that,FALSE,FALSE,FALSE,0.140000000000327
forward to retweeting,your,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.25
good morning happy hump,day,day,TRUE,TRUE,TRUE,0.260000000000218,day,TRUE,TRUE,TRUE,0.1299999999992
about the comics keep,your,the,FALSE,TRUE,TRUE,0.25,the,FALSE,TRUE,TRUE,0.230000000000473
most manufacturers andor service providers,will,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.230000000000473
 yards,a,and,FALSE,TRUE,TRUE,0.1200000000008,and,FALSE,TRUE,TRUE,0.109999999999673
fantastic time as usual,have,it,FALSE,FALSE,FALSE,0.260000000000218,it,FALSE,FALSE,FALSE,0.1200000000008
worst idea of the week,putting,i,FALSE,FALSE,FALSE,0.269999999999527,before,FALSE,FALSE,FALSE,0.159999999999854
it all sounds,filthy,like,FALSE,FALSE,FALSE,0.260000000000218,like,FALSE,FALSE,FALSE,0.25
or ,shot,a,FALSE,FALSE,FALSE,0.149999999999636,a,FALSE,FALSE,FALSE,0.139999999999418
in new hope brought a,box,few,FALSE,FALSE,TRUE,0.390000000000327,few,FALSE,FALSE,TRUE,0.3700000000008
the irish,independent,bank,FALSE,FALSE,FALSE,0.229999999999563,bank,FALSE,FALSE,FALSE,0.230000000000473
du monde i,just,was,FALSE,TRUE,TRUE,0.319999999999709,was,FALSE,TRUE,TRUE,0.25
a hey eric i,would,was,FALSE,FALSE,TRUE,0.289999999999964,was,FALSE,FALSE,TRUE,0.289999999999964
with her,soft,husband,FALSE,FALSE,FALSE,0.220000000000255,husband,FALSE,FALSE,FALSE,0.100000000000364
work to be,home,a,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,TRUE,0.119999999999891
for winter film awards,on,in,FALSE,FALSE,FALSE,0.260000000000218,in,FALSE,FALSE,FALSE,0.279999999999745
in the,woods,world,FALSE,FALSE,TRUE,0.529999999999745,world,FALSE,FALSE,TRUE,0.109999999999673
stay and an indicator,of,of,TRUE,TRUE,TRUE,0.300000000000182,of,TRUE,TRUE,TRUE,0.140000000000327
to  eliminate,all,a,FALSE,FALSE,FALSE,0.279999999999745,a,FALSE,FALSE,FALSE,0.270000000000437
you said you were alone,on,in,FALSE,TRUE,TRUE,0.260000000000218,in,FALSE,TRUE,TRUE,0.25
and im pretty,sure,sure,TRUE,TRUE,TRUE,0.230000000000473,sure,TRUE,TRUE,TRUE,0.0499999999992724
its morning,ugh,i,FALSE,FALSE,FALSE,0.190000000000509,i,FALSE,FALSE,FALSE,0.220000000000255
wideman junior and,lulu,senior,FALSE,FALSE,FALSE,0.340000000000146,senior,FALSE,FALSE,FALSE,0.0900000000001455
i like led zeppeiing but,i,i,TRUE,TRUE,TRUE,0.259999999999309,i,TRUE,TRUE,TRUE,0.229999999999563
wearing a hoodie dancing on,the,the,TRUE,TRUE,TRUE,0.289999999999964,the,TRUE,TRUE,TRUE,0.279999999999745
would no,doubt,longer,FALSE,TRUE,TRUE,0.210000000000036,longer,FALSE,FALSE,FALSE,0.0799999999999272
deserving female from nyc area,for,of,FALSE,FALSE,TRUE,0.280000000000655,of,FALSE,FALSE,TRUE,0.269999999999527
were in,the,the,TRUE,TRUE,TRUE,0.25,the,TRUE,TRUE,TRUE,0.0799999999999272
club in,san,the,FALSE,FALSE,TRUE,0.25,the,FALSE,FALSE,FALSE,0.0799999999999272
â felt,they,like,FALSE,FALSE,TRUE,0.590000000000146,like,FALSE,FALSE,TRUE,0.590000000000146
to head to,the,the,TRUE,TRUE,TRUE,0.329999999999927,the,TRUE,TRUE,TRUE,0.110000000000582
on your iphone,it,s,FALSE,TRUE,TRUE,0.25,s,FALSE,TRUE,TRUE,0.25
locals turned up and we,all,are,FALSE,TRUE,TRUE,0.280000000000655,are,FALSE,TRUE,TRUE,0.130000000000109
this weekends series,both,of,FALSE,FALSE,FALSE,0.269999999999527,of,FALSE,FALSE,FALSE,0.25
home from,an,the,FALSE,TRUE,TRUE,0.230000000000473,work,FALSE,FALSE,FALSE,0.0900000000001455
is an immature little,boy,bit,FALSE,TRUE,TRUE,0.279999999999745,bit,FALSE,TRUE,TRUE,0.279999999999745
box of,crayons,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.300000000000182
my friend is,a,a,TRUE,TRUE,TRUE,0.320000000000618,a,TRUE,TRUE,TRUE,0.299999999999272
in the bonus  fouls,with,the,FALSE,FALSE,FALSE,0.280000000000655,the,FALSE,FALSE,FALSE,0.130000000000109
hey talk to me ,lol,and,FALSE,FALSE,TRUE,0.300000000000182,and,FALSE,FALSE,TRUE,0.140000000000327
switch that doesnât,do,the,FALSE,FALSE,FALSE,1.38999999999942,the,FALSE,FALSE,FALSE,1.34000000000015
benefits for,a,a,TRUE,TRUE,TRUE,0.220000000000255,a,TRUE,TRUE,TRUE,0.0799999999999272
photos this christmas and,i,then,FALSE,TRUE,TRUE,0.3799999999992,then,FALSE,FALSE,FALSE,0.119999999999891
the  gayest zip codes,are,and,FALSE,FALSE,FALSE,0.270000000000437,and,FALSE,FALSE,FALSE,0.25
weve officially,crashed,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.220000000000255
may have,made,been,FALSE,FALSE,TRUE,0.200000000000728,been,FALSE,FALSE,FALSE,0.0799999999999272
from so much glue all,the,the,TRUE,TRUE,TRUE,0.289999999999964,the,TRUE,TRUE,TRUE,0.270000000000437
convo we were,having,in,FALSE,FALSE,TRUE,0.25,in,FALSE,FALSE,TRUE,0.130000000000109
to control the,numbers,first,FALSE,FALSE,TRUE,0.449999999999818,first,FALSE,FALSE,TRUE,0.4399999999996
alyssaa party,today,and,FALSE,FALSE,TRUE,0.220000000000255,and,FALSE,FALSE,TRUE,0.199999999999818
think my background,is,and,FALSE,TRUE,TRUE,0.239999999999782,and,FALSE,TRUE,TRUE,0.230000000000473
who was herself,a,she,FALSE,FALSE,FALSE,0.25,she,FALSE,FALSE,FALSE,0.25
free,on,to,FALSE,FALSE,TRUE,0.140000000000327,to,FALSE,FALSE,TRUE,0.140000000000327
april  there,was,is,FALSE,TRUE,TRUE,0.349999999999454,no,FALSE,FALSE,TRUE,0.139999999999418
intel senior,principal,and,FALSE,FALSE,FALSE,0.230000000000473,and,FALSE,FALSE,FALSE,0.239999999999782
said appeared to,have,be,FALSE,TRUE,TRUE,0.329999999999927,be,FALSE,TRUE,TRUE,0.119999999999891
keep their sons story in,the,the,TRUE,TRUE,TRUE,0.340000000000146,the,TRUE,TRUE,TRUE,0.139999999999418
below that,building,i,FALSE,FALSE,FALSE,0.270000000000437,i,FALSE,FALSE,FALSE,0.270000000000437
i was surprised i cant,even,wait,FALSE,TRUE,TRUE,0.300000000000182,wait,FALSE,TRUE,TRUE,0.139999999999418
they need,you,to,FALSE,TRUE,TRUE,0.25,to,FALSE,FALSE,FALSE,0.109999999999673
for nonverbals,in,the,FALSE,TRUE,TRUE,0.239999999999782,the,FALSE,TRUE,TRUE,0.229999999999563
social life for the,next,first,FALSE,TRUE,TRUE,0.670000000000073,first,FALSE,TRUE,TRUE,0.139999999999418
wish you could separate,trending,the,FALSE,FALSE,FALSE,0.309999999999491,the,FALSE,FALSE,FALSE,0.279999999999745
glancee that was,quick,a,FALSE,FALSE,TRUE,0.260000000000218,a,FALSE,FALSE,FALSE,0.140000000000327
word staycation was added to,the,the,TRUE,TRUE,TRUE,0.340000000000146,the,TRUE,TRUE,TRUE,0.069999999999709
steve carrellas new jersey,representative,and,FALSE,FALSE,FALSE,0.25,will,FALSE,FALSE,FALSE,0.130000000000109
found she had a health,problem,care,FALSE,FALSE,FALSE,0.279999999999745,care,FALSE,FALSE,FALSE,0.279999999999745
beautiful week stay,focused,tuned,FALSE,FALSE,TRUE,0.25,tuned,FALSE,FALSE,TRUE,0.239999999999782
jobs than the,entire,one,FALSE,FALSE,TRUE,0.5,one,FALSE,FALSE,FALSE,0.130000000000109
do romanticism in an,age,interview,FALSE,TRUE,TRUE,0.309999999999491,interview,FALSE,TRUE,TRUE,0.109999999999673
then isnt,that,a,FALSE,TRUE,TRUE,0.270000000000437,a,FALSE,TRUE,TRUE,0.220000000000255
or i,could,should,FALSE,FALSE,TRUE,0.25,should,FALSE,FALSE,FALSE,0.0799999999999272
chat with girlfriend she didnt,know,have,FALSE,TRUE,TRUE,0.270000000000437,have,FALSE,TRUE,TRUE,0.119999999999891
to step out in,faith,the,FALSE,FALSE,TRUE,0.3100000000004,the,FALSE,FALSE,FALSE,0.119999999999891
these mossgrown domes with spiry,turrets,the,FALSE,FALSE,FALSE,0.260000000000218,the,FALSE,FALSE,FALSE,0.239999999999782
friday at,mark,pm,FALSE,FALSE,FALSE,0.239999999999782,pm,FALSE,FALSE,FALSE,0.0799999999999272
i just,took,want,FALSE,FALSE,TRUE,0.220000000000255,want,FALSE,FALSE,TRUE,0.0999999999994543
it was intense,challenging,and,FALSE,FALSE,FALSE,0.25,and,FALSE,FALSE,FALSE,0.229999999999563
are the,sâudras,best,FALSE,FALSE,FALSE,0.399999999999636,best,FALSE,FALSE,FALSE,0.100000000000364
your face the,next,same,FALSE,TRUE,TRUE,0.420000000000073,same,FALSE,FALSE,FALSE,0.0900000000001455
and himalaya milwaukee,at,i,FALSE,FALSE,FALSE,0.25,i,FALSE,FALSE,FALSE,0.239999999999782
praise the,lord,lord,TRUE,TRUE,TRUE,0.4399999999996,lord,TRUE,TRUE,TRUE,0.0799999999999272
raise from ,to,the,FALSE,TRUE,TRUE,0.259999999999309,the,FALSE,TRUE,TRUE,0.260000000000218
i have a real fear,of,of,TRUE,TRUE,TRUE,0.259999999999309,of,TRUE,TRUE,TRUE,0.25
the chicago,museum,illinois,FALSE,FALSE,FALSE,0.220000000000255,illinois,FALSE,FALSE,FALSE,0.220000000000255
did not submit to a,test,new,FALSE,FALSE,TRUE,0.4399999999996,new,FALSE,FALSE,FALSE,0.130000000000109
bit of a back,story,to,FALSE,FALSE,FALSE,0.329999999999927,to,FALSE,FALSE,FALSE,0.289999999999964
the first round of,the,the,TRUE,TRUE,TRUE,0.359999999999673,the,TRUE,TRUE,TRUE,0.0200000000004366
crazy without,me,a,FALSE,FALSE,FALSE,0.190000000000509,a,FALSE,FALSE,FALSE,0.199999999999818
publishers i,like,was,FALSE,FALSE,TRUE,0.229999999999563,was,FALSE,FALSE,TRUE,0.199999999999818
better not see near,a,the,FALSE,TRUE,TRUE,0.269999999999527,the,FALSE,TRUE,TRUE,0.25
us kids show,your,that,FALSE,FALSE,TRUE,0.270000000000437,that,FALSE,FALSE,TRUE,0.25
the course of,the,the,TRUE,TRUE,TRUE,0.319999999999709,the,TRUE,TRUE,TRUE,0.0500000000001819
the harlem,ambassadors,the,FALSE,FALSE,FALSE,0.220000000000255,the,FALSE,FALSE,FALSE,0.220000000000255
i just love,stalkers,it,FALSE,FALSE,FALSE,0.229999999999563,it,FALSE,FALSE,FALSE,0.110000000000582
a stranger into,a,the,FALSE,TRUE,TRUE,0.239999999999782,the,FALSE,TRUE,TRUE,0.1899999999996
but there isnt any service,that,i,FALSE,TRUE,TRUE,0.220000000000255,i,FALSE,TRUE,TRUE,0.239999999999782
only realized this when,i,i,TRUE,TRUE,TRUE,0.269999999999527,i,TRUE,TRUE,TRUE,0.140000000000327
go into physical,therapy,and,FALSE,TRUE,TRUE,0.25,and,FALSE,TRUE,TRUE,0.239999999999782
lets tweet,baby,me,FALSE,FALSE,FALSE,0.230000000000473,me,FALSE,FALSE,FALSE,0.219999999999345
nod or backwards when,they,i,FALSE,TRUE,TRUE,0.270000000000437,i,FALSE,TRUE,TRUE,0.239999999999782
some fraternity or sorority,on,the,FALSE,FALSE,FALSE,0.3100000000004,the,FALSE,FALSE,FALSE,0.25
the plight of the,africanamerican,most,FALSE,FALSE,FALSE,0.590000000000146,year,FALSE,FALSE,FALSE,0.149999999999636
on what ive,heard,been,FALSE,TRUE,TRUE,0.25,been,FALSE,FALSE,FALSE,0.109999999999673
so dont,start,make,FALSE,FALSE,TRUE,0.220000000000255,make,FALSE,FALSE,FALSE,0.0799999999999272
i might throw my computer,across,to,FALSE,FALSE,FALSE,0.279999999999745,to,FALSE,FALSE,FALSE,0.140000000000327
are right in,front,the,FALSE,TRUE,TRUE,0.299999999999272,the,FALSE,TRUE,TRUE,0.130000000000109
taco salad from taco bell,for,the,FALSE,TRUE,TRUE,0.269999999999527,the,FALSE,TRUE,TRUE,0.25
joins jim peck to talk,about,about,TRUE,TRUE,TRUE,0.279999999999745,about,TRUE,TRUE,TRUE,0.159999999999854
the morningloving this,thing,is,FALSE,FALSE,TRUE,0.289999999999964,is,FALSE,FALSE,TRUE,0.260000000000218
kimberly ac,wilson,the,FALSE,FALSE,FALSE,0.199999999999818,the,FALSE,FALSE,FALSE,0.200000000000728
for sharing that with,us,a,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,FALSE,0.140000000000327
say i,am,am,TRUE,TRUE,TRUE,0.239999999999782,dont,FALSE,TRUE,TRUE,0.0900000000001455
points for miege,stephen,the,FALSE,FALSE,FALSE,0.220000000000255,the,FALSE,FALSE,FALSE,0.210000000000036
indoor am,antenna,i,FALSE,FALSE,FALSE,0.230000000000473,i,FALSE,FALSE,FALSE,0.239999999999782
ever been to the hudson,river,river,TRUE,TRUE,TRUE,0.279999999999745,river,TRUE,TRUE,TRUE,0.159999999999854
insurance costs other companies get,a,a,TRUE,TRUE,TRUE,0.269999999999527,a,TRUE,TRUE,TRUE,0.25
on my sheets,than,the,FALSE,FALSE,FALSE,0.239999999999782,the,FALSE,FALSE,FALSE,0.230000000000473
will be,the,a,FALSE,TRUE,TRUE,0.210000000000036,a,FALSE,TRUE,TRUE,0.0900000000001455
in a tight primary battle,since,of,FALSE,FALSE,FALSE,0.25,of,FALSE,FALSE,FALSE,0.25
a nuclear fast attack sub,commander,the,FALSE,FALSE,FALSE,0.260000000000218,the,FALSE,FALSE,FALSE,0.270000000000437
the way it did,so,not,FALSE,FALSE,TRUE,0.270000000000437,not,FALSE,FALSE,FALSE,0.119999999999891
warm cup of teavanas earl,grey,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.280000000000655
with clients and,provide,the,FALSE,FALSE,TRUE,0.340000000000146,the,FALSE,FALSE,TRUE,0.319999999999709
airport that,makes,i,FALSE,FALSE,TRUE,0.25,i,FALSE,FALSE,TRUE,0.25
â no go djoko,its,the,FALSE,FALSE,FALSE,0.260000000000218,the,FALSE,FALSE,FALSE,0.25
weeknd ate that dirty,diana,laundry,FALSE,FALSE,FALSE,0.260000000000218,laundry,FALSE,FALSE,FALSE,0.25
that youll,dress,be,FALSE,FALSE,FALSE,0.200000000000728,be,FALSE,FALSE,FALSE,0.210000000000036
am as uncomfortable,with,the,FALSE,FALSE,FALSE,0.259999999999309,the,FALSE,FALSE,FALSE,0.25
the cavs with ,points,the,FALSE,FALSE,TRUE,0.25,the,FALSE,FALSE,TRUE,0.25
me regardless of,my,the,FALSE,TRUE,TRUE,0.309999999999491,the,FALSE,TRUE,TRUE,0.130000000000109
on someoneâs blog,during,post,FALSE,FALSE,FALSE,0.75,post,FALSE,FALSE,FALSE,0.780000000000655
if something is,scienceheavy,going,FALSE,FALSE,FALSE,0.299999999999272,going,FALSE,FALSE,FALSE,0.109999999999673
monroe county,make,and,FALSE,FALSE,FALSE,0.220000000000255,and,FALSE,FALSE,FALSE,0.180000000000291
that a room,can,with,FALSE,FALSE,FALSE,0.279999999999745,with,FALSE,FALSE,FALSE,0.1200000000008
coworkers shower,you,curtain,FALSE,FALSE,FALSE,0.229999999999563,curtain,FALSE,FALSE,FALSE,0.210000000000036
thing is im,not,not,TRUE,TRUE,TRUE,0.280000000000655,not,TRUE,TRUE,TRUE,0.25
quiet you,can,can,TRUE,TRUE,TRUE,0.220000000000255,can,TRUE,TRUE,TRUE,0.210000000000036
im dating,a,back,FALSE,TRUE,TRUE,0.210000000000036,back,FALSE,TRUE,TRUE,0.200000000000728
exiting net openings in,chicago,the,FALSE,FALSE,TRUE,0.329999999999927,the,FALSE,FALSE,TRUE,0.289999999999964
victorias secret catalogue and now,i,i,TRUE,TRUE,TRUE,0.279999999999745,i,TRUE,TRUE,TRUE,0.140000000000327
just when,i,i,TRUE,TRUE,TRUE,0.199999999999818,i,TRUE,TRUE,TRUE,0.190000000000509
finished with,classes,the,FALSE,FALSE,TRUE,0.270000000000437,the,FALSE,FALSE,TRUE,0.210000000000036
about trader joes parking lot,at,of,FALSE,TRUE,TRUE,0.269999999999527,and,FALSE,TRUE,TRUE,0.110000000000582
are a two faced,hoe,with,FALSE,FALSE,FALSE,0.270000000000437,with,FALSE,FALSE,FALSE,0.25
much material youre able,to,to,TRUE,TRUE,TRUE,0.270000000000437,to,TRUE,TRUE,TRUE,0.109999999999673
out a potential showdown looms,with,the,FALSE,FALSE,FALSE,0.289999999999964,the,FALSE,FALSE,FALSE,0.260000000000218
i entered adulthood,and,and,TRUE,TRUE,TRUE,0.280000000000655,and,TRUE,TRUE,TRUE,0.279999999999745
up a pt,play,the,FALSE,FALSE,FALSE,0.229999999999563,the,FALSE,FALSE,FALSE,0.240000000000691
who supported him considered annexing,the,the,TRUE,TRUE,TRUE,0.280000000000655,the,TRUE,TRUE,TRUE,0.289999999999964
night im tired,as,of,FALSE,TRUE,TRUE,0.270000000000437,of,FALSE,FALSE,FALSE,0.149999999999636
hindi korean and a dozen,other,other,TRUE,TRUE,TRUE,0.279999999999745,other,TRUE,TRUE,TRUE,0.139999999999418
weekend is going well,cheers,as,FALSE,FALSE,FALSE,0.25,as,FALSE,FALSE,FALSE,0.239999999999782
them out left and,right,the,FALSE,FALSE,TRUE,0.380000000000109,the,FALSE,FALSE,TRUE,0.340000000000146
â for whatâs,essentially,the,FALSE,FALSE,FALSE,1.38000000000011,the,FALSE,FALSE,FALSE,1.39000000000033
keith urban is,here,a,FALSE,FALSE,TRUE,0.270000000000437,a,FALSE,FALSE,TRUE,0.25
i slept when i,walked,was,FALSE,FALSE,TRUE,0.279999999999745,was,FALSE,FALSE,TRUE,0.119999999999891
jade one thing,at,i,FALSE,FALSE,TRUE,0.260000000000218,i,FALSE,FALSE,FALSE,0.130000000000109
mobile user,experience,experience,TRUE,TRUE,TRUE,0.210000000000036,experience,TRUE,TRUE,TRUE,0.180000000000291
overpaid low motor takes too,many,much,FALSE,TRUE,TRUE,0.300000000000182,much,FALSE,TRUE,TRUE,0.279999999999745
bridge of gas and oil,pipelines,and,FALSE,FALSE,FALSE,0.289999999999964,and,FALSE,FALSE,FALSE,0.280000000000655
try a crash course in,typography,the,FALSE,FALSE,FALSE,0.319999999999709,the,FALSE,FALSE,FALSE,0.289999999999964
thanks for,not,the,FALSE,FALSE,TRUE,0.270000000000437,the,FALSE,FALSE,TRUE,0.109999999999673
lineup but,we,i,FALSE,TRUE,TRUE,0.220000000000255,i,FALSE,TRUE,TRUE,0.199999999999818
of the economist thankful for,spring,the,FALSE,FALSE,TRUE,0.300000000000182,all,FALSE,FALSE,FALSE,0.160000000000764
want one,where,thing,FALSE,FALSE,FALSE,0.229999999999563,thing,FALSE,FALSE,FALSE,0.0799999999999272
money used to build itâif,the,the,TRUE,TRUE,TRUE,1.44000000000051,the,TRUE,TRUE,TRUE,1.47000000000025
makes so much more,sense,than,FALSE,TRUE,TRUE,0.270000000000437,than,FALSE,TRUE,TRUE,0.0500000000001819
it took about a dozen,people,other,FALSE,FALSE,FALSE,0.289999999999964,other,FALSE,FALSE,FALSE,0.140000000000327
the jr version of,guys,the,FALSE,FALSE,TRUE,0.329999999999927,the,FALSE,FALSE,FALSE,0.109999999999673
ward office,open,of,FALSE,FALSE,FALSE,0.210000000000036,of,FALSE,FALSE,FALSE,0.210000000000036
the man,said,who,FALSE,FALSE,TRUE,0.219999999999345,who,FALSE,FALSE,FALSE,0.100000000000364
without curves is like a,pair,lot,FALSE,FALSE,TRUE,0.410000000000764,lot,FALSE,FALSE,FALSE,0.139999999999418
 rss feeds,and,the,FALSE,TRUE,TRUE,0.199999999999818,the,FALSE,TRUE,TRUE,0.199999999999818
racing you know,sidebyside,what,FALSE,FALSE,FALSE,0.25,what,FALSE,FALSE,FALSE,0.110000000000582
awesome but,i,i,TRUE,TRUE,TRUE,0.240000000000691,i,TRUE,TRUE,TRUE,0.219999999999345
your oudda,this,the,FALSE,FALSE,FALSE,0.220000000000255,the,FALSE,FALSE,FALSE,0.219999999999345
use aromatherapy,to,the,FALSE,TRUE,TRUE,0.199999999999818,the,FALSE,TRUE,TRUE,0.220000000000255
problem is,diet,a,FALSE,FALSE,FALSE,0.260000000000218,a,FALSE,FALSE,FALSE,0.230000000000473
like it,sure,was,FALSE,FALSE,TRUE,0.230000000000473,was,FALSE,FALSE,FALSE,0.100000000000364
the bottom ,percent,of,FALSE,FALSE,FALSE,0.239999999999782,of,FALSE,FALSE,FALSE,0.100000000000364
throwing up and,everything,down,FALSE,FALSE,TRUE,0.380000000000109,down,FALSE,FALSE,FALSE,0.109999999999673
city wont even get,the,to,FALSE,TRUE,TRUE,0.270000000000437,to,FALSE,TRUE,TRUE,0.170000000000073
to interact with,a,the,FALSE,TRUE,TRUE,0.279999999999745,the,FALSE,TRUE,TRUE,0.25
conditions are great for buying,but,a,FALSE,FALSE,FALSE,0.25,a,FALSE,FALSE,FALSE,0.240000000000691
short documentaries,on,the,FALSE,FALSE,FALSE,0.210000000000036,the,FALSE,FALSE,FALSE,0.210000000000036
rosefestivalparade  let,us,know,FALSE,TRUE,TRUE,0.25,know,FALSE,TRUE,TRUE,0.119999999999891
